symbol,id,type,exchange,en_organ_name,en_organ_short_name,organ_short_name,organ_name
VE2,8425724,STOCK,UPCOM,VNECO 2 Electricity Construction Joint Stock Company,VNECO 2 Electricity Construction,Xây dựng Điện VNECO 2,Công ty Cổ phần Xây dựng Điện VNECO 2
VE1,8425791,STOCK,HNX,VNECO 1 Electricity Construction Joint Stock Company,VNECO 1,VNECO 1,Công ty Cổ phần Xây dựng điện VNECO 1
VDT,8425698,STOCK,UPCOM,Binh Tay Steel Netting Joint Stock Company,Binh Tay Steel Netting,Lưới thép Bình Tây,Công ty Cổ phần Lưới thép Bình Tây
VDS,8424800,STOCK,HSX,Viet Dragon Securities Corporation,Viet Dragon Securities,Chứng khoán Rồng Việt,Công ty Cổ phần Chứng khoán Rồng Việt
VDP,8424598,STOCK,HSX,VIDIPHA Central Pharmaceutical Joint Stock Company,VIDIPHA Central Pharma,Dược phẩm VIDIPHA,Công ty Cổ phần Dược phẩm Trung ương VIDIPHA
VDN,8425648,STOCK,UPCOM,Vinatex Da Nang Joint Stock Company,Vinatex Da Nang,Vinatex Đà Nẵng,Công ty Cổ phần Vinatex Đà Nẵng
VDM,8425782,STOCK,DELISTED,Vietnam Textile Research Institute Joint Stock Company,Vietnam Textile Research Institute,Viện Nghiên cứu Dệt may,Công ty Cổ phần - Viện Nghiên cứu Dệt may
VDL,8426125,STOCK,HNX,Lam Dong Foodstuffs Joint Stock Company,Lam Dong Foodstuffs,Thực phẩm Lâm Đồng,Công ty Cổ phần Thực phẩm Lâm Đồng
VDG,14197949,STOCK,UPCOM,Van Dat Group Joint Stock Company,Van Dat Group,Vạn Đạt Group,Công ty Cổ phần Vạn Đạt Group
VDB,8425448,STOCK,UPCOM,Dong Bac Transport and Processing of Coal Joint Stock Company,Dong Bac Transport and Processing of Coal,Vận tải và CB Than Đông Bắc,Công ty Cổ phần Vận tải và Chế biến Than Đông Bắc
VCX,8425441,STOCK,UPCOM,YenBinh Cement Joint - Stock Company,Yen Binh Cement,Xi măng Yên Bình,Công ty Cổ phần Xi măng Yên Bình
VCW,8426054,STOCK,UPCOM,Song Da Water Investment Joint Stock Company,Song Da Water Investment,Đầu tư Nước sạch Sông Đà,Công ty Cổ phần Đầu tư Nước sạch Sông Đà
VCT,8425641,STOCK,UPCOM,Vinaconexs Construction Consultant Joint Stock Company,Vinaconexs Construction Consultant,Tư vấn XD Vinaconex,Công ty Cổ phần Tư vấn Xây dựng Vinaconex
VCS,8426153,STOCK,HNX,VICOSTONE Joint Stock Company,VICOSTONE,VICOSTONE,Công ty Cổ phần VICOSTONE
VCR,8425871,STOCK,UPCOM,Vinaconex Investment and Tourism Development Joint Stock Company,Vinaconex - ITC,Vinaconex - ITC,Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex
VCP,8425828,STOCK,UPCOM,VCP Power & Construction Joint Stock Company,VCP Power & Construction,Xây dựng và Năng lượng VCP,Công ty Cổ phần Xây dựng và Năng lượng VCP
VCM,8425722,STOCK,HNX,BV Life Joint Stock Company,BV Life,BV Life,Công ty Cổ phần BV Life
VCI,8424585,STOCK,HSX,Vietcap Securities Joint Stock Company,Vietcap Securities,Chứng khoán Vietcap,Công ty Cổ phần Chứng khoán Vietcap
VCG,8424832,STOCK,HSX,Vietnam Construction And Import - Export Joint Stock Corporation,Vinaconex Group,VINACONEX,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam
VCF,8424991,STOCK,HSX,VinaCafé Bien Hoa Joint Stock Company,VinaCafé Bien Hoa ,VinaCafé Biên Hòa,Công ty Cổ phần VinaCafé Biên Hòa
VCE,8425515,STOCK,UPCOM,Construction Environment Joint Stock Company,Construction Environment,Xây lắp Môi trường,Công ty Cổ phần Xây lắp Môi trường
VCC,8425184,STOCK,HNX,Vinaconex 25 Joint Stock Company,Vinaconex 25,Vinaconex 25,Công ty Cổ phần Vinaconex 25
VCB,8424561,STOCK,HSX,Joint Stock Commercial Bank For Foreign Trade Of Vietnam,Vietcombank,Vietcombank,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam
VCA,8424744,STOCK,HSX,VNSTEEL - VICASA Joint Stock Company,VNSTEEL - VICASA,Thép VICASA - VNSTEEL,Công ty Cổ phần Thép VICASA - VNSTEEL
VC9,8425362,STOCK,HNX,VC9 - No 9 Construction Joint Stock Company,VC9,Xây dựng số 9,Công ty Cổ phần Xây dựng số 9 - VC9
VC7,8425310,STOCK,HNX,BGI Group Joint Stock Company,BGI Group,BGI Group,Công ty Cổ phần Tập đoàn BGI
VC6,8425562,STOCK,HNX,Visicons Construction and Investment Joint Stock Company,Visicons,Visicons,Công ty cổ phần Xây dựng và Đầu tư Visicons
VC5,9679671,STOCK,UPCOM,Construction Joint Stock Company - Number 5,Viet Nam Construction No.5,Xây dựng Số 5,Công ty Cổ phần Xây dựng Số 5
VC3,8425305,STOCK,HNX,Nam MeKong Group Joint Stock Company,Nam MeKong Group,Tập đoàn Nam Mê Kông,Công ty Cổ phần Tập đoàn Nam Mê Kông
VC2,8425242,STOCK,HNX,VINA2 Investment and Construction Joint Stock Company,VINA2 Invest and Construction,Đầu tư và Xây dựng VINA2,Công ty Cổ phần Đầu tư và Xây dựng VINA2
VC1,8425394,STOCK,HNX,Construction Joint Stock Company No 1,Viet Nam Construction No.1,Xây dựng số 1,Công ty Cổ phần Xây dựng số 1
VBH,8426186,STOCK,UPCOM,Viettronics Binh Hoa Joint Stock Company,Viettronics Binh Hoa,Điện tử Bình Hòa,Công ty Cổ phần Điện tử Bình Hòa
VBG,8425643,STOCK,UPCOM,Vinacomin - Viet Bac Geology Joint Stock Company,Vinacomin - Viet Bac Geology,Địa chất Việt Bắc - TKV,Công ty Cổ phần Địa chất Việt Bắc - TKV
VBC,8426097,STOCK,HNX,Vinh Plastic and Bags Joint Stock Company,Vinh Plastic,Nhựa - Bao bì Vinh,"Công ty Cổ phần Nhựa, Bao bì Vinh"
VBB,8426211,STOCK,UPCOM,Vietnam Thuong Tin Commercial Joint Stock Bank,VietBank,VietBank,Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín
VAV,8425502,STOCK,UPCOM,VIWACO Joint Stock Company,VIWACO,VIWACO,Công ty Cổ phần VIWACO
VAT,8425153,STOCK,DELISTED,Van Xuan VT Joint Stock Company,Van Xuan VT,Viễn thông Vạn Xuân,Công ty Cổ phần VT Vạn Xuân
VAF,8424697,STOCK,HSX,Van Dien Fused Magnesium Phosphate Fertilizer Joint Stock Company,Van Dien Phosphate Fertilizer,Phân lân Văn Điển,Công ty Cổ phần Phân lân nung chảy Văn Điển
VAB,8425253,STOCK,UPCOM,Vietnam-Asia Commercial Joint Stock Bank,Viet A Bank,Ngân hàng Việt Á,Ngân hàng Thương mại Cổ phần Việt Á
V21,8425349,STOCK,HNX,Vinaconex 21 Joint Stock Company,Vinaconex 21,Vinaconex 21,Công ty Cổ phần Vinaconex 21
V15,8425087,STOCK,UPCOM,Vinaconex 15 Joint Stock Company,Vinaconex 15,Vinaconex 15,Công ty Cổ phần Xây dựng số 15
V12,8425317,STOCK,HNX,Viet Nam Construction Joint Stock Company No 12,Vinaconex 12,VINACONEX 12,Công ty Cổ phần Xây dựng số 12
V11,8425186,STOCK,UPCOM,Vietnam Construction Joint Stock Company No11,Vinaconex No.11,VINACONEX No11,Công ty Cổ phần Xây dựng số 11
UXC,14556992,STOCK,UPCOM,UtXi Aquatic Products Processing Corporation,Ut Xi Aquatic Products Processing,Chế biến Thủy sản Út Xi,Công ty Cổ phần Chế biến Thủy sản Út Xi
USD,8425748,STOCK,UPCOM,Soc Trang Public Works Joint Stock Company,Soc Trang Public Works,Công trình Đô thị Sóc Trăng,Công ty Cổ phần Công trình Đô thị Sóc Trăng
USC,8425336,STOCK,UPCOM,Union of Survey And Construction Joint Stock Company,Union of Survey And Construction,Khảo sát và Xây dựng - USCO,Công ty Cổ phần Khảo sát và Xây dựng - USCO
UPH,8425778,STOCK,UPCOM,No 25 Central Pharmaceutical Joint Stock Company,UPHACE,Dược phẩm TW25,Công ty Cổ phần Dược phẩm TW25
UPC,8425111,STOCK,UPCOM,Vung Tau Urban and Parks Development Joint Stock Company,VT.UPC,Cây xanh Vũng Tàu,Công ty Cổ phần Phát triển Công viên Cây xanh và Đô thị Vũng Tàu
UNI,8425899,STOCK,HNX,Sao Mai Viet Investment and Development Joint Stock Company,Sao Mai Viet Investment and Development,Đầu tư và Phát triển Sao Mai Việt,Công ty Cổ phần Đầu tư và Phát triển Sao Mai Việt
UMC,8425561,STOCK,UPCOM,Nam Dinh Urband Construction Management Joint Stock Company,Nam Dinh Urband Construction Management,Công trình đô thị Nam Định,Công ty Cổ phần Công trình đô thị Nam Định
UIC,8425029,STOCK,HSX,Idico Urban and House Development Joint stock Company,Idico Urban and House development,Phát triển Nhà và Đô thị IDICO,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị IDICO
UEM,8425216,STOCK,UPCOM,Vinacomin - Uong Bi Electric Mechanical Joint Stock Company,Uongbi Electric Mechanical,Cơ điện Uông Bí - Vinacomin,Công ty Cổ phần Cơ điện Uông Bí - Vinacomin
UDL,8425820,STOCK,UPCOM,Dak Lak Urban and Enviroment Joint Stock Company,Dak Lak Urban and Enviroment,Đô thị và Môi trường Đắk Lắk,Công ty Cổ phần Đô thị và Môi trường Đắk Lắk
UDJ,8425995,STOCK,UPCOM,Becamex Urban Development Joint Stock Company,Becamex UDJ,Becamex UDJ,Công ty Cổ phần Phát triển Đô thị
UDC,8425000,STOCK,UPCOM,Urban Development Construction Corporation,Urban Development Construction,XD&PT Đô thị Bà Rịa - Vũng Tàu,Công ty Cổ phần Xây dựng và Phát triển đô thị Tỉnh Bà Rịa - Vũng Tàu
UCT,8426155,STOCK,UPCOM,CanTho Urban Joint Stock Company,CanTho Urban,Đô thị Cần Thơ,Công ty Cổ phần Đô thị Cần Thơ
TYA,8424547,STOCK,HSX,Taya (VIET NAM) Electric Wire and Cable Joint Stock Company,Taya Electric Wire and Cable,Dây và Cáp điện Taya,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam
TXM,8425970,STOCK,HNX,VICEM Gypsum and Cement Joint Stock Company,Gypsum and Cement,Thạch cao Xi măng,Công ty Cổ phần VICEM Thạch cao Xi Măng
TW3,8425374,STOCK,UPCOM,Central Pharmaceutical Joint Stock Company No.3,CETECO US,Dược TW3,Công ty Cổ phần Dược Trung Ương 3
TVW,8425559,STOCK,DELISTED,TraVinh Water Supply & Drainage Joint Stock Company,TraVinh Water Supply &  Drainage (Trawaco),Cấp thoát nước Trà Vinh,Công ty Cổ phần Cấp thoát nước Trà Vinh
TVT,8424927,STOCK,HSX,Viet Thang Corporation - JSC,Viet Thang Corp.,May Việt Thắng,Tổng Công ty Việt Thắng - CTCP
TVS,8424926,STOCK,HSX,Thien Viet Securities Joint-Stock Company,Thien Viet Securities,Chứng khoán Thiên Việt,Công ty Cổ phần Chứng khoán Thiên Việt
TVP,8425744,STOCK,DELISTED,TV.Pharm Pharmaceutical Joint Stock Company,TV Pharm,Dược phẩm TV.Pharm,Công ty Cổ phần Dược phẩm TV.Pharm
TVN,8425965,STOCK,UPCOM,Viet Nam Steel Corporation,Viet Nam Steel,Thép Việt Nam,Tổng Công ty Thép Việt Nam - Công ty Cổ phần
TVM,8425587,STOCK,UPCOM,Vinacomin Industry Investment Consulting Joint Stock Company,Vinacomin Industry Investment Consulting,Tư vấn đầu tư Mỏ,Công ty Cổ phần Tư vấn đầu tư Mỏ và công nghiệp - Vinacomin
TVH,8425477,STOCK,UPCOM,Construction Consultation Joint Stock Company For Maritime Building,Construction Consultation For Maritime Building,Tư vấn XD công trình Hàng hải,Công ty Cổ phần Tư vấn Xây dựng công trình Hàng hải
TVG,8425757,STOCK,UPCOM,Transport Investment And Construction Consultant Joint Stock Company,Transport Investment And Construction Consultant,XD Giao thông Vận tải,Công ty Cổ phần Tư vấn Đầu tư và Xây dựng Giao thông Vận tải
TVD,8425451,STOCK,HNX,Vang Danh Coal Joint Stock Company,Vang Danh Coal,Than Vàng Danh,Công ty Cổ phần Than Vàng Danh - Vinacomin
TVC,8425267,STOCK,HNX,Tri Viet Asset Management Corporation Joint Stock Company,Tri Viet Corporation,Tập đoàn Trí Việt,Công ty Cổ phần Tập đoàn Quản lý Tài sản Trí Việt
TVB,8424614,STOCK,HSX,Tri Viet Securities Joint Stock Corporation,Tri Viet Securities,Chứng khoán Trí Việt,Công ty Cổ phần Chứng khoán Trí Việt
TVA,8425309,STOCK,UPCOM,Viglacera Thanh Tri Sanitary Joint Stock Company,Viglacera Thanh Tri Sanitary,Sứ Viglacera Thanh Trì,Công ty cổ phần Sứ Viglacera Thanh Trì
TV6,8426053,STOCK,UPCOM,EMA LAND Group Joint Stock Company,Thinh Vuong Trading,TM ĐT xây lắp điện Thịnh Vượng,Công ty Cổ phần Tập đoàn EMA LAND
TV4,8426068,STOCK,HNX,Power Engineering Consulting Joint Stock Company 4,Power Engineering Consulting 4,Tư vấn XD Điện 4,Công ty Cổ phần Tư vấn Xây dựng Điện 4
TV3,8426132,STOCK,HNX,Power Engineering Consulting Joint Stock Company 3,Power Engineering Consulting 3,Tư vấn XD điện 3,Công ty Cổ phần Tư vấn Xây dựng Điện 3
TV2,8425012,STOCK,HSX,Power Engineering Consulting Joint Stock Company 2,Power Engineering Consulting 2,Tư vấn XD Điện 2,Công ty Cổ phần Tư vấn Xây dựng Điện 2
TV1,8425635,STOCK,UPCOM,Power Engineering Consulting Joint Stock Company 1,Power Engineering Consulting 1,Tư vấn XD Điện 1,Công ty Cổ phần Tư vấn Xây dựng Điện 1
TUG,8425573,STOCK,UPCOM,Haiphong Tugboat and Transport Joint Stock Company,Hai Phong Tugboat and Transport,Lai dắt và VT cảng Hải Phòng,Công ty Cổ phần Lai dắt và Vận tải Cảng Hải Phòng
TTZ,8426070,STOCK,UPCOM,Tien Trung Investment Construction and Technology Joint Stock Company,Tien Trung Construction,Xây dựng Tiến Trung,Công ty Cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung
TTT,8425816,STOCK,HNX,Tay Ninh Tourist - Trading Joint Stock Company,Tay Ninh Tourist - Trading,Du lịch - Thương Mại Tây Ninh,Công ty Cổ phần Du Lịch - Thương Mại Tây Ninh
TTS,8425085,STOCK,UPCOM,Thai Trung Steel Joint Stock Company,Thai Trung Steel,Cán thép Thái Trung,Công ty Cổ phần Cán thép Thái Trung
TTP,8425629,STOCK,DELISTED,Tan Tien Packaging Joint Stock Company,Tan Tien Plastic Packaging,Bao bì nhựa Tân Tiến,Công ty Cổ phần Bao bì Tân Tiến
TTN,8426124,STOCK,UPCOM,Viet Nam Technology & Telecommunication Joint Stock Company,Viet Nam Technology and Telecommunication,Công nghệ và Truyền thông VN,Công ty Cổ phần Công nghệ & Truyền thông Việt Nam
TTL,8425842,STOCK,HNX,Thang Long Joint Stock Corporation,Thang Long Corporation,TCT Thăng Long,Tổng Công ty Thăng Long - Công ty Cổ phần
TTH,8425296,STOCK,HNX,Tien Thanh Service and Trading Joint Stock Company,Tien Thanh Service And Trading,TM và DV Tiến Thành,Công ty Cổ phần Thương mại và Dịch vụ Tiến Thành
TTG,8426082,STOCK,UPCOM,Thanh Tri Garment Joint Stock Company,Thanh Tri Garment,May Thanh Trì,Công ty Cổ phần May Thanh Trì
TTF,8424705,STOCK,HSX,Truong Thanh Furniture Corporation,Truong Thanh Furniture,Gỗ Trường Thành,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành
TTE,8424854,STOCK,HSX,Truong Thinh Energy Investment Joint Stock Company,Truong Thinh Energy,ĐT Năng lượng Trường Thịnh,Công ty Cổ phần Đầu tư Năng lượng Trường Thịnh
TTD,8425083,STOCK,UPCOM,Tam Duc Cardiology Hospital Joint Stock Company,Tam Duc Cardiology Hospital,Bệnh viện Tim Tâm Đức,Công ty Cổ phần Bệnh viện Tim Tâm Đức
TTC,8425955,STOCK,HNX,Thanh Thanh Joint Stock Company,Thanh Thanh Construction,Gạch men Thanh Thanh,Công ty Cổ phần Gạch men Thanh Thanh
TTB,8424553,STOCK,UPCOM,TTBGROUP Joint Stock Company,Tien Bo Group,Tập đoàn Tiến Bộ,Công ty Cổ phần TTBGROUP
TTA,8424514,STOCK,HSX,Truong Thanh Development and Construction Investment Joint Stock Company,TRUONG THANH DECONIN,XD và PT Trường Thành,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Trường Thành
TT6,13991185,STOCK,UPCOM,Tien Thinh Group Joint Stock Company,Tien Thinh Group,Tien Thinh Group,Công ty Cổ Phần Tập Đoàn Tiến Thịnh
TST,8425486,STOCK,UPCOM,Telecommunication Technical Service Joint Stock Company,Telecom Technical Services,Dịch vụ KT Viễn Thông,Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông
TSJ,8425449,STOCK,UPCOM,Hanoi Tourist Service Joint Stock Company,Hanoi Toserco,Hanoi Toserco,Công ty Cổ phần Du lịch Dịch vụ Hà Nội
TSG,8425137,STOCK,UPCOM,Sai Gon Railway of Telecommunication - Signalization Joint Stock Company,Saigon Railway Signal - Telecom,TTTH Đường sắt Sài Gòn,Công ty Cổ phần Thông tin Tín hiệu Đường sắt Sài Gòn
TSD,8425074,STOCK,UPCOM,Truong Son Tourism Joint Stock Company Ceocco,Truong Son Tourism Ceocco,Du lịch Trường Sơn Coecco,Công ty Cổ phần Du lịch Trường Sơn Coecco
TSC,8424819,STOCK,HSX,Techno - Agricultural Supplying Joint Stock Company,Can Tho Techno-Agricultural,Kỹ thuật NN Cần Thơ,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ
TSB,8424535,STOCK,HNX,Tia Sang Battery Joint Stock Company,Tia Sang Battery,Ắc quy Tia Sáng,Công ty Cổ phần Ắc quy Tia Sáng
TSA,13834018,STOCK,UPCOM,Truong Son Investment And Construction Joint Stock Company,Truong Son Investment And Construction,Đầu Tư Và Xây Lắp Trường Sơn,Công ty Cổ Phần Đầu Tư Và Xây Lắp Trường Sơn
TS5,8424666,STOCK,DELISTED,,,,
TS4,9679670,STOCK,UPCOM,Seafood Joint Stock Company No 4,Seafood No 4,Thủy sản số 4,Công ty Cổ phần Thủy sản số 4
TS3,8425585,STOCK,UPCOM,Truong Son 532 Joint Stock Company,Truong Son 532,Trường Sơn 532,Công ty Cổ phần Trường Sơn 532
TRT,8425728,STOCK,UPCOM,RedstarCera Joint Stock Company,RedstarCera JSC,CTCP RedstarCera,Công ty Cổ phần RedstarCera
TRS,8425909,STOCK,UPCOM,Tracimexco Supply Chains and Agency Services Joint Stock Company,Tracimexco,Vận tải và Dịch vụ Hàng Hải,Công ty Cổ phần Vận tải và Dịch vụ Hàng Hải
TRC,8424864,STOCK,HSX,Tay Ninh Rubber Joint Stock Company,Tay Ninh Rubber,Cao su Tây Ninh,Công ty Cổ phần Cao su Tây Ninh
TRA,8424994,STOCK,HSX,Traphaco Joint Stock Company,Traphaco,Traphaco,Công ty Cổ phần Traphaco
TR1,8425939,STOCK,UPCOM,Traco Transport Joint Stock Corporation No.1,Traco No 1,Vận Tải 1 Traco,Công ty Cổ phần Vận Tải 1 Traco
TQW,8425783,STOCK,UPCOM,Tuyen Quang Water Supply and Sewerage Joint Stock Company,Tuyen Quang Water Supply,Cấp thoát nước Tuyên Quang,Công ty Cổ phần Cấp thoát nước Tuyên Quang
TQN,8425824,STOCK,UPCOM,Quang Ninh Pine Joint Stock Company,Quang Ninh Pine,Thông Quảng Ninh,Công ty Cổ phần Thông Quảng Ninh
TPS,8425187,STOCK,UPCOM,Sai Gon Transporation Parking Joint Stock Company,Sai Gon Transportation Parking,Bến bãi vận tải Sài Gòn,Công ty Cổ phần Bến bãi vận tải Sài Gòn
TPP,8426190,STOCK,HNX,Tan Phu Viet Nam Joint Stock Company,Tan Phu VN Plastic,Nhựa Tân Phú VN,Công ty Cổ phần Tân Phú Việt Nam
TPH,8425266,STOCK,HNX,Hanoi Textbooks Printing Joint Stock Company,"HAPCO .,JSC",In Sách giáo khoa TP.Hà Nội,Công ty Cổ phần In Sách giáo khoa tại Thành phố Hà Nội
TPC,8424907,STOCK,HSX,Tan Dai Hung Plastic Joint Stock Company,Tan Dai Hung Plastic,Nhựa Tân Đại Hưng,Công ty Cổ phần Nhựa Tân Đại Hưng
TPB,8424622,STOCK,HSX,Tien Phong Commercial Joint Stock Bank,TPBank,TPBank,Ngân hàng Thương mại Cổ phần Tiên Phong
TOW,8425227,STOCK,UPCOM,Tra Noc - O Mon Water Supply Joint Stock Company,Tra Noc - O Mon Water Supply,Cấp nước Trà Nóc - Ô Môn,Công ty Cổ phần Cấp nước Trà Nóc - Ô Môn
