exercise_date,cash_year,cash_dividend_percentage,issue_method,Symbol
30/05/18,2017.0,0.15,cash,TMW
14/06/17,2016.0,0.1,cash,TMW
17/05/16,2015.0,0.12,cash,TMW
20/03/15,2014.0,0.17,cash,TMW
18/03/14,2013.0,0.15,cash,TMW
18/12/12,2012.0,0.2,cash,TMW
28/11/11,2011.0,0.2,cash,TMW
16/06/11,2010.0,0.2,cash,TMW
29/08/24,2023.0,0.03,cash,TMX
29/09/23,2022.0,0.06,cash,TMX
26/10/22,2021.0,0.06,cash,TMX
29/11/21,2020.0,0.08,cash,TMX
29/10/20,2019.0,0.1,cash,TMX
30/07/19,2018.0,0.2,cash,TMX
13/08/18,2017.0,0.075,cash,TMX
11/07/17,2016.0,0.05,cash,TMX
11/07/16,2015.0,0.05,cash,TMX
12/08/15,2014.0,0.05,cash,TMX
30/05/14,2013.0,0.08,cash,TMX
18/06/13,2012.0,0.1,cash,TMX
29/05/12,2011.0,0.1,cash,TMX
27/05/11,2010.0,0.12,cash,TMX
27/05/10,2009.0,0.12,cash,TMX
16/08/24,2023.0,0.05,cash,TN1
16/08/24,2024.0,0.1,share,TN1
14/07/23,2023.0,0.15,share,TN1
14/07/23,2022.0,0.05,cash,TN1
16/06/22,2021.0,0.05,cash,TN1
16/06/22,2022.0,0.25,share,TN1
23/07/21,2021.0,0.45,share,TN1
23/07/21,2020.0,0.05,cash,TN1
21/08/20,2020.0,0.32,share,TN1
26/09/19,2018.0,0.12,cash,TN1
23/11/21,2021.0,0.1,share,TNA
20/08/20,2020.0,0.15,share,TNA
08/07/20,2019.0,0.05,cash,TNA
29/05/19,2019.0,0.15,share,TNA
27/02/18,2017.0,0.15,cash,TNA
27/09/17,2017.0,0.1,cash,TNA
01/03/17,2016.0,0.1,cash,TNA
19/10/16,2016.0,0.1,cash,TNA
02/06/16,2016.0,0.1,cash,TNA
24/02/16,2015.0,0.1,cash,TNA
23/09/15,2015.0,0.1,cash,TNA
25/02/15,2014.0,0.1,cash,TNA
17/09/14,2014.0,0.1,cash,TNA
25/02/14,2013.0,0.1,cash,TNA
18/09/13,2013.0,0.1,cash,TNA
30/08/22,2021.0,0.065,cash,TNB
30/08/22,2022.0,0.26,share,TNB
28/04/21,2020.0,0.1,cash,TNB
10/06/20,2019.0,0.1,cash,TNB
23/04/19,2018.0,0.1,cash,TNB
17/05/17,2016.0,0.06,cash,TNB
22/05/12,2011.0,0.04,cash,TNB
06/06/11,2010.0,0.07,cash,TNB
10/01/11,2010.0,0.06,cash,TNB
27/09/10,2010.0,0.15,share,TNB
02/06/10,2009.0,0.12,cash,TNB
25/07/24,2023.0,0.12,cash,TNC
19/07/23,2022.0,0.18,cash,TNC
07/07/22,2021.0,0.2,cash,TNC
21/10/21,2020.0,0.2,cash,TNC
21/07/20,2019.0,0.15,cash,TNC
31/05/19,2018.0,0.095,cash,TNC
31/05/18,2017.0,0.09,cash,TNC
29/05/17,2016.0,0.08,cash,TNC
22/07/16,2015.0,0.05,cash,TNC
27/05/15,2014.0,0.05,cash,TNC
16/05/14,2013.0,0.14,cash,TNC
16/05/13,2012.0,0.2,cash,TNC
18/04/12,2011.0,0.2,cash,TNC
18/04/11,2010.0,0.15,cash,TNC
27/04/10,2009.0,0.1,cash,TNC
13/01/25,2024.0,0.04,cash,TNG
08/11/24,2024.0,0.04,cash,TNG
16/08/24,2024.0,0.04,cash,TNG
12/07/24,2024.0,0.08,share,TNG
19/01/24,2023.0,0.04,cash,TNG
09/10/23,2023.0,0.04,cash,TNG
14/06/23,2023.0,0.08,share,TNG
09/01/23,2022.0,0.04,cash,TNG
11/10/22,2022.0,0.04,cash,TNG
02/06/22,2021.0,0.04,cash,TNG
02/06/22,2022.0,0.08,share,TNG
13/01/22,2021.0,0.04,cash,TNG
30/09/21,2021.0,0.08,share,TNG
20/01/21,2020.0,0.04,cash,TNG
26/10/20,2020.0,0.04,cash,TNG
05/12/24,2024.0,0.15,share,TNH
02/01/24,2024.0,0.15,share,TNH
20/04/23,2023.0,0.3,share,TNH
27/01/22,2022.0,0.25,share,TNH
31/03/19,2019.0,0.186,share,TNH
31/03/18,2018.0,0.296,share,TNH
31/12/17,2017.0,0.72,share,TNH
28/02/17,2017.0,1.16,share,TNH
09/01/18,2016.0,0.03,cash,TNI
06/12/16,2017.0,0.05,share,TNI
14/09/17,2015.0,0.03,cash,TNM
27/10/15,2010.0,0.01,cash,TNM
27/10/15,2011.0,0.01,cash,TNM
01/10/10,2010.0,0.05,cash,TNM
19/08/24,2023.0,0.25,cash,TNP
19/05/23,2022.0,0.25,cash,TNP
30/05/22,2021.0,0.17,cash,TNP
11/10/21,2021.0,0.08,cash,TNP
24/05/21,2020.0,0.11,cash,TNP
29/09/20,2019.0,0.1,cash,TNP
04/11/19,2018.0,0.09,cash,TNP
29/06/18,2017.0,0.08,cash,TNP
29/09/17,2016.0,0.06,cash,TNP
29/06/17,2016.0,0.05,cash,TNP
10/03/16,2015.0,0.11,cash,TNP
10/06/15,2014.0,0.06,cash,TNP
25/03/14,2013.0,0.05,cash,TNP
14/04/12,2011.0,0.035,cash,TNP
02/07/12,2012.0,0.1,share,TNT
17/09/24,2023.0,0.057,cash,TNW
04/10/22,2021.0,0.07,cash,TNW
30/11/21,2020.0,0.057,cash,TNW
24/11/20,2019.0,0.07,cash,TNW
09/10/19,2018.0,0.065,cash,TNW
11/10/18,2017.0,0.065,cash,TNW
26/09/17,2016.0,0.06,cash,TNW
31/12/15,2015.0,0.068,cash,TNW
31/12/14,2014.0,0.072,cash,TNW
31/12/13,2013.0,0.06,cash,TNW
03/11/16,2016.0,0.045,cash,TOP
31/05/24,2023.0,0.15,cash,TOS
27/06/23,2022.0,0.25,cash,TOS
29/03/22,2021.0,0.25,cash,TOS
24/05/21,2020.0,0.23,cash,TOS
22/08/24,2024.0,0.1,share,TOT
11/07/24,2023.0,0.1,cash,TOT
07/08/23,2023.0,0.1,share,TOT
20/04/22,2021.0,0.07,cash,TOT
28/05/21,2020.0,0.07,cash,TOT
30/07/20,2019.0,0.05,cash,TOT
30/05/24,2023.0,0.15,cash,TOW
30/05/23,2022.0,0.17,cash,TOW
30/05/22,2021.0,0.13,cash,TOW
19/05/21,2020.0,0.12,cash,TOW
19/05/20,2019.0,0.15,cash,TOW
04/06/19,2018.0,0.14,cash,TOW
28/05/18,2017.0,0.06,cash,TOW
23/09/24,2024.0,0.2,share,TPB
20/06/24,2023.0,0.05,cash,TPB
20/03/23,2021.0,0.25,cash,TPB
30/11/20,2020.0,0.2,share,TPB
07/12/18,2018.0,0.084,share,TPB
24/05/22,2021.0,0.07,cash,TPC
26/08/21,2020.0,0.08,cash,TPC
21/08/20,2019.0,0.08,cash,TPC
19/08/19,2018.0,0.12,cash,TPC
29/05/18,2017.0,0.05,cash,TPC
29/05/18,2017.0,0.1,cash,TPC
18/05/17,2016.0,0.07,cash,TPC
31/05/16,2015.0,0.06,cash,TPC
24/06/15,2014.0,0.05,cash,TPC
17/06/14,2013.0,0.1,cash,TPC
17/06/13,2012.0,0.14,cash,TPC
09/05/12,2011.0,0.2,cash,TPC
14/07/11,2010.0,0.15,cash,TPC
15/08/08,2007.0,0.07,cash,TPC
19/03/24,2023.0,0.07,cash,TPH
27/07/23,2022.0,0.01,cash,TPH
21/03/23,2022.0,0.07,cash,TPH
14/03/22,2021.0,0.07,cash,TPH
22/03/21,2020.0,0.07,cash,TPH
20/03/20,2019.0,0.075,cash,TPH
14/03/19,2018.0,0.07,cash,TPH
22/05/18,2017.0,0.05,cash,TPH
09/03/17,2016.0,0.05,cash,TPH
09/03/16,2015.0,0.06,cash,TPH
06/03/15,2014.0,0.08,cash,TPH
18/03/14,2013.0,0.06,cash,TPH
25/03/13,2012.0,0.06,cash,TPH
15/03/12,2011.0,0.05,cash,TPH
05/04/10,2009.0,0.06,cash,TPH
12/06/17,2017.0,0.15,share,TPP
21/06/16,2016.0,0.1,share,TPP
21/06/16,2015.0,0.08,cash,TPP
01/07/15,2014.0,0.1,cash,TPP
02/10/14,2014.0,0.06,share,TPP
15/07/14,2013.0,0.08,cash,TPP
26/09/13,2013.0,0.1,share,TPP
17/06/13,2012.0,0.13,cash,TPP
29/06/12,2010.0,0.04,cash,TPP
29/06/12,2011.0,0.08,cash,TPP
28/10/11,2011.0,0.05,cash,TPP
20/08/10,2010.0,0.09,cash,TPP
28/05/10,2009.0,0.05,cash,TPP
03/09/09,2009.0,0.08,cash,TPP
18/05/09,2008.0,0.03,cash,TPP
13/05/24,2023.0,0.25,cash,TPS
21/06/23,2022.0,0.12,cash,TPS
19/07/22,2021.0,0.12,cash,TPS
09/06/21,2020.0,0.05,cash,TPS
08/01/21,2019.0,0.06,cash,TPS
30/12/20,2020.0,0.15,cash,TPS
13/07/20,2019.0,0.04,cash,TPS
25/02/20,2019.0,0.1,cash,TPS
11/01/19,2018.0,0.4,cash,TPS
14/05/18,2017.0,0.2,cash,TPS
17/05/17,2016.0,0.18,cash,TPS
24/05/16,2015.0,0.17,cash,TPS
22/05/24,2023.0,0.152,cash,TQN
23/10/23,2022.0,0.462,cash,TQN
27/05/22,2021.0,0.463,cash,TQN
11/05/21,2020.0,0.223,cash,TQN
16/03/21,2018.0,0.463,cash,TQN
16/12/20,2019.0,0.087,cash,TQN
31/12/15,2015.0,0.4,cash,TQN
31/12/14,2014.0,0.504,cash,TQN
14/05/13,2013.0,0.5,share,TQN
08/06/11,2011.0,1.4,share,TQN
04/07/08,2008.0,0.429,share,TQN
12/08/24,2023.0,0.064,cash,TQW
14/08/23,2022.0,0.036,cash,TQW
12/08/22,2021.0,0.035,cash,TQW
11/08/21,2020.0,0.03,cash,TQW
09/09/20,2019.0,0.022,cash,TQW
01/08/19,2018.0,0.02,cash,TQW
11/06/24,2023.0,0.15,cash,TR1
02/06/23,2022.0,0.1,cash,TR1
05/08/22,2021.0,0.07,cash,TR1
07/06/21,2020.0,0.25,cash,TR1
15/12/20,2019.0,0.1,cash,TR1
05/02/20,2020.0,0.15,share,TR1
31/12/19,2019.0,0.1,cash,TR1
31/12/18,2018.0,0.47,cash,TR1
16/04/18,2018.0,0.2,share,TR1
31/12/17,2017.0,0.15,cash,TR1
31/12/16,2016.0,0.3,cash,TR1
31/03/16,2016.0,0.3,share,TR1
31/12/15,2015.0,0.2,cash,TR1
03/01/25,2024.0,0.2,cash,TRA
17/06/24,2023.0,0.2,cash,TRA
16/01/24,2023.0,0.2,cash,TRA
13/06/23,2022.0,0.1,cash,TRA
17/11/22,2022.0,0.2,cash,TRA
09/06/22,2021.0,0.1,cash,TRA
13/01/22,2021.0,0.2,cash,TRA
21/05/21,2020.0,0.1,cash,TRA
19/01/21,2020.0,0.2,cash,TRA
18/06/20,2019.0,0.1,cash,TRA
06/01/20,2019.0,0.2,cash,TRA
12/06/19,2018.0,0.1,cash,TRA
04/01/19,2018.0,0.2,cash,TRA
14/06/18,2017.0,0.1,cash,TRA
27/12/17,2017.0,0.2,cash,TRA
27/09/24,2023.0,0.09,cash,TRC
16/12/22,2022.0,0.1,cash,TRC
19/09/22,2021.0,0.09,cash,TRC
15/12/21,2021.0,0.1,cash,TRC
08/11/21,2020.0,0.09,cash,TRC
17/12/20,2020.0,0.1,cash,TRC
29/07/20,2019.0,0.03,cash,TRC
24/12/19,2019.0,0.15,cash,TRC
30/05/19,2018.0,0.08,cash,TRC
21/12/18,2018.0,0.15,cash,TRC
16/07/18,2017.0,0.23,cash,TRC
22/06/17,2016.0,0.15,cash,TRC
16/06/16,2015.0,0.075,cash,TRC
16/12/15,2015.0,0.075,cash,TRC
14/05/15,2014.0,0.25,cash,TRC
02/08/24,2024.0,0.2,share,TRS
29/07/24,2023.0,0.1,cash,TRS
20/07/23,2023.0,0.2,share,TRS
23/06/23,2022.0,0.15,cash,TRS
27/01/22,2022.0,0.15,share,TRS
03/09/20,2020.0,0.3,share,TRS
29/07/20,2019.0,0.15,cash,TRS
29/07/20,2019.0,0.15,cash,TRS
25/06/19,2018.0,0.15,cash,TRS
25/06/19,2018.0,0.15,cash,TRS
28/06/18,2017.0,0.15,cash,TRS
28/06/18,2017.0,0.15,cash,TRS
10/07/17,2016.0,0.15,cash,TRS
10/07/17,2016.0,0.15,cash,TRS
31/05/16,2015.0,0.2,cash,TRS
09/10/23,2022.0,0.1,cash,TRT
26/09/22,2021.0,0.1,cash,TRT
02/10/20,2019.0,0.08,cash,TS3
17/03/17,2016.0,0.05,cash,TS4
18/02/16,2015.0,0.06,cash,TS4
10/03/15,2014.0,0.08,cash,TS4
10/03/14,2013.0,0.08,cash,TS4
21/05/13,2013.0,0.1,share,TS4
21/05/13,2012.0,0.06,cash,TS4
29/02/12,2011.0,0.06,cash,TS4
17/08/11,2011.0,0.1,cash,TS4
08/03/11,2010.0,0.09,cash,TS4
14/06/10,2010.0,0.06,cash,TS4
03/03/10,2009.0,0.1,cash,TS4
22/07/09,2009.0,0.06,cash,TS4
09/03/09,2008.0,0.05,cash,TS4
19/08/08,2008.0,0.05,cash,TS4
19/08/08,2008.0,0.05,cash,TS4
12/04/24,2023.0,0.056,cash,TSB
04/07/23,2022.0,0.05,cash,TSB
29/06/22,2021.0,0.05,cash,TSB
27/05/21,2020.0,0.05,cash,TSB
29/06/20,2019.0,0.05,cash,TSB
05/06/19,2018.0,0.02,cash,TSB
08/06/18,2017.0,0.04,cash,TSB
14/06/17,2016.0,0.01,cash,TSB
10/05/12,2011.0,0.05,cash,TSB
27/04/11,2010.0,0.2,cash,TSB
25/12/09,2009.0,0.1,cash,TSB
31/03/09,2009.0,0.15,share,TSB
30/04/08,2008.0,0.11,share,TSB
31/03/07,2007.0,0.1,share,TSB
17/03/15,2015.0,0.07,share,TSC
12/01/11,2010.0,0.1,cash,TSC
13/01/10,2009.0,0.2,cash,TSC
09/02/09,2008.0,0.12,cash,TSC
11/12/08,2008.0,0.2,cash,TSC
25/12/07,2007.0,0.4,cash,TSC
14/06/24,2023.0,0.11,cash,TSG
06/07/23,2022.0,0.105,cash,TSG
29/08/22,2021.0,0.11,cash,TSG
16/06/21,2020.0,0.12,cash,TSG
30/06/20,2019.0,0.159,cash,TSG
15/07/19,2018.0,0.115,cash,TSG
28/06/18,2017.0,0.11,cash,TSG
22/05/17,2016.0,0.1,cash,TSG
27/08/24,2023.0,0.09,cash,TSJ
23/08/23,2022.0,0.035,cash,TSJ
26/07/22,2021.0,0.035,cash,TSJ
23/08/21,2020.0,0.11,cash,TSJ
14/08/20,2019.0,0.1,cash,TSJ
16/12/19,2016.0,0.016,cash,TSJ
23/09/19,2018.0,0.111,cash,TSJ
29/10/18,2017.0,0.115,cash,TSJ
15/10/20,2018.0,0.017,cash,TST
29/11/18,2017.0,0.039,cash,TST
26/10/11,2010.0,0.11,cash,TST
26/10/11,2010.0,0.04,cash,TST
26/05/10,2009.0,0.17,cash,TST
20/03/09,2008.0,0.05,cash,TST
29/12/08,2008.0,0.12,cash,TST
13/03/08,2007.0,0.1,cash,TST
12/07/23,2023.0,0.08,share,TTA
27/07/22,2022.0,0.08,share,TTA
05/08/21,2021.0,0.08,share,TTA
03/11/20,2020.0,0.1,share,TTB
25/05/18,2018.0,0.1,share,TTB
03/08/17,2017.0,0.035,share,TTB
03/08/17,2017.0,0.065,share,TTB
08/06/15,2013.0,0.07,cash,TTB
08/06/15,2014.0,0.05,cash,TTB
08/06/15,2015.0,0.1,share,TTB
29/02/24,2023.0,0.08,cash,TTC
01/03/23,2022.0,0.12,cash,TTC
19/01/22,2020.0,0.03,cash,TTC
19/01/22,2021.0,0.12,cash,TTC
18/03/21,2020.0,0.12,cash,TTC
13/01/20,2019.0,0.15,cash,TTC
18/03/19,2018.0,0.15,cash,TTC
21/03/18,2017.0,0.15,cash,TTC
14/03/17,2016.0,0.15,cash,TTC
12/05/16,2015.0,0.05,cash,TTC
16/03/16,2015.0,0.1,cash,TTC
18/03/15,2014.0,0.08,cash,TTC
14/05/14,2013.0,0.07,cash,TTC
25/01/10,2008.0,0.05,cash,TTC
26/11/08,2008.0,0.05,cash,TTC
10/01/25,2024.0,0.1,cash,TTD
31/07/24,2024.0,0.1,cash,TTD
16/05/24,2023.0,0.13,cash,TTD
28/12/23,2023.0,0.1,cash,TTD
31/07/23,2023.0,0.1,cash,TTD
18/05/23,2022.0,0.1,cash,TTD
30/12/22,2022.0,0.1,cash,TTD
05/08/22,2022.0,0.1,cash,TTD
17/05/22,2021.0,0.1,cash,TTD
13/05/21,2020.0,0.14,cash,TTD
31/12/20,2020.0,0.08,cash,TTD
05/08/20,2020.0,0.06,cash,TTD
13/05/20,2019.0,0.11,cash,TTD
08/11/19,2019.0,0.11,cash,TTD
08/08/19,2019.0,0.11,cash,TTD
21/01/20,2018.0,0.06,cash,TTE
13/12/18,2017.0,0.06,cash,TTE
31/08/16,2016.0,0.067,share,TTE
24/10/11,2011.0,0.05,share,TTF
05/04/10,2009.0,0.1,cash,TTF
18/06/09,2008.0,0.1,cash,TTF
11/06/08,2007.0,0.1,cash,TTF
07/06/19,2018.0,0.02,cash,TTG
30/08/17,2016.0,0.02,cash,TTG
11/08/16,2015.0,0.015,cash,TTG
06/05/15,2014.0,0.07,cash,TTG
16/05/14,2013.0,0.07,cash,TTG
29/05/13,2012.0,0.07,cash,TTG
27/06/12,2011.0,0.06,cash,TTG
21/09/11,2010.0,0.016,cash,TTG
29/08/19,2019.0,0.25,share,TTH
21/03/19,2017.0,0.05,cash,TTH
25/09/17,2016.0,0.1,cash,TTH
25/09/17,2017.0,0.3,share,TTH
28/12/16,2017.0,0.3,share,TTH
11/10/21,2020.0,0.03,cash,TTL
14/12/20,2019.0,0.03,cash,TTL
14/06/18,2017.0,0.05,cash,TTL
21/09/17,2016.0,0.06,cash,TTL
14/06/17,2016.0,0.06,cash,TTL
30/09/16,2015.0,0.06,cash,TTL
30/05/16,2015.0,0.06,cash,TTL
31/12/14,2014.0,0.07,cash,TTL
28/05/24,2023.0,0.07,cash,TTN
23/06/23,2022.0,0.07,cash,TTN
14/09/22,2021.0,0.06,cash,TTN
09/09/21,2020.0,0.12,cash,TTN
09/09/20,2019.0,0.1,cash,TTN
30/09/19,2019.0,0.05,cash,TTN
23/05/24,2023.0,3.5,cash,TTP
25/05/23,2022.0,0.15,cash,TTP
01/06/22,2021.0,0.15,cash,TTP
24/05/21,2020.0,0.15,cash,TTP
08/05/20,2019.0,0.05,cash,TTP
09/05/19,2018.0,0.05,cash,TTP
10/05/18,2017.0,0.05,cash,TTP
10/05/17,2016.0,0.05,cash,TTP
26/07/16,2015.0,0.02,cash,TTP
27/07/15,2014.0,0.05,cash,TTP
23/09/14,2013.0,0.05,cash,TTP
01/07/13,2012.0,0.1,cash,TTP
04/10/12,2012.0,0.1,cash,TTP
22/06/12,2011.0,0.1,cash,TTP
08/08/11,2011.0,0.1,cash,TTP
21/10/24,2023.0,0.2,cash,TTT
14/09/23,2022.0,0.2,cash,TTT
21/11/22,2021.0,0.2,cash,TTT
29/10/21,2020.0,0.2,cash,TTT
11/11/20,2019.0,0.3,cash,TTT
13/08/19,2018.0,0.3,cash,TTT
30/01/18,2017.0,0.14,cash,TTT
22/03/17,2016.0,0.07,cash,TTT
08/12/16,2016.0,0.07,cash,TTT
09/06/16,2015.0,0.02,cash,TTT
11/04/16,2015.0,0.12,cash,TTT
16/04/15,2014.0,0.12,cash,TTT
31/12/13,2013.0,0.12,cash,TTT
31/12/12,2012.0,0.12,cash,TTT
20/08/18,2018.0,0.05,share,TTZ
27/02/18,2016.0,0.02,cash,TTZ
27/02/18,2018.0,0.03,share,TTZ
15/07/24,2023.0,0.06,cash,TUG
20/07/23,2022.0,0.06,cash,TUG
19/01/22,2021.0,0.06,cash,TUG
21/01/21,2020.0,0.1,cash,TUG
12/12/19,2019.0,0.1,cash,TUG
27/11/18,2018.0,0.1,cash,TUG
21/08/17,2016.0,0.1,cash,TUG
31/12/15,2015.0,0.1,cash,TUG
31/12/13,2013.0,0.04,cash,TUG
12/08/24,2023.0,0.05,cash,TV1
29/09/16,2015.0,0.105,cash,TV1
30/09/15,2014.0,0.15,cash,TV1
17/06/14,2014.0,0.16,share,TV1
18/07/13,2012.0,0.12,cash,TV1
20/06/12,2012.0,0.15,share,TV1
21/09/11,2011.0,0.15,share,TV1
29/09/10,2010.0,0.2,share,TV1
05/12/24,2023.0,0.1,cash,TV2
11/12/23,2022.0,0.1,cash,TV2
15/11/22,2021.0,0.1,cash,TV2
15/11/22,2022.0,0.2,share,TV2
16/07/21,2021.0,0.25,share,TV2
16/07/21,2020.0,0.1,cash,TV2
12/08/20,2020.0,0.5,share,TV2
30/07/19,2019.0,0.625,share,TV2
20/06/19,2019.0,0.2,share,TV2
24/09/18,2018.0,0.05,share,TV2
19/03/18,2018.0,1.0,share,TV2
19/03/18,2017.0,0.1,cash,TV2
24/05/17,2016.0,0.1,cash,TV2
24/05/17,2017.0,0.15,share,TV2
15/06/16,2016.0,0.15,share,TV2
07/11/24,2023.0,0.05,cash,TV3
07/12/23,2022.0,0.05,cash,TV3
06/10/22,2022.0,0.15,share,TV3
29/06/21,2020.0,0.1,cash,TV3
17/04/20,2019.0,0.12,cash,TV3
29/05/19,2018.0,0.1,cash,TV3
21/06/18,2017.0,0.1,cash,TV3
15/06/17,2016.0,0.05,cash,TV3
15/06/17,2017.0,0.2,share,TV3
17/06/16,2015.0,0.05,cash,TV3
17/06/16,2016.0,0.2,share,TV3
27/05/15,2014.0,0.17,cash,TV3
28/05/14,2013.0,0.15,cash,TV3
29/05/13,2012.0,0.15,cash,TV3
29/05/12,2011.0,0.2,cash,TV3
03/12/24,2023.0,0.1,cash,TV4
08/12/23,2022.0,0.12,cash,TV4
09/11/22,2022.0,0.12,share,TV4
06/10/21,2021.0,0.12,share,TV4
19/11/20,2019.0,0.05,cash,TV4
06/03/20,2019.0,0.05,cash,TV4
14/10/19,2018.0,0.04,cash,TV4
07/06/19,2018.0,0.05,cash,TV4
11/01/19,2018.0,0.05,cash,TV4
18/10/18,2017.0,0.037,cash,TV4
21/02/18,2017.0,0.11,cash,TV4
13/10/17,2016.0,0.08,cash,TV4
15/08/17,2016.0,0.03,cash,TV4
27/02/17,2016.0,0.04,cash,TV4
16/11/16,2015.0,0.07,cash,TV4
07/09/23,2022.0,0.07,cash,TVA
09/08/22,2021.0,0.02,cash,TVA
30/06/21,2020.0,0.12,cash,TVA
07/07/20,2019.0,0.16,cash,TVA
12/07/19,2018.0,0.35,cash,TVA
20/08/18,2017.0,0.08,cash,TVA
30/03/22,2021.0,0.1,cash,TVB
14/06/21,2021.0,0.096,cash,TVB
10/12/20,2020.0,0.1,cash,TVB
22/06/18,2018.0,0.078,share,TVB
22/03/17,2016.0,0.056,cash,TVB
20/08/21,2021.0,0.08,cash,TVC
18/07/17,2017.0,0.085,share,TVC
30/11/15,2015.0,0.06,cash,TVC
03/06/15,2014.0,0.085,cash,TVC
29/05/24,2023.0,0.09,cash,TVD
19/06/23,2022.0,0.09,cash,TVD
25/05/22,2021.0,0.08,cash,TVD
17/05/21,2020.0,0.07,cash,TVD
11/06/20,2019.0,0.08,cash,TVD
09/05/19,2018.0,0.07,cash,TVD
18/05/18,2017.0,0.04,cash,TVD
18/05/17,2016.0,0.03,cash,TVD
16/05/16,2015.0,0.07,cash,TVD
07/05/15,2014.0,0.1,cash,TVD
28/04/14,2013.0,0.16,cash,TVD
15/05/13,2012.0,0.16,cash,TVD
16/04/12,2011.0,0.18,cash,TVD
13/05/11,2010.0,0.18,cash,TVD
28/02/19,2017.0,0.1,cash,TVG
06/03/18,2016.0,0.1,cash,TVG
12/01/17,2015.0,0.1,cash,TVG
22/09/15,2014.0,0.1,cash,TVG
12/01/15,2013.0,0.15,cash,TVG
03/03/14,2012.0,0.11,cash,TVG
24/06/13,2012.0,0.2,cash,TVG
18/04/12,2011.0,0.18,cash,TVG
14/06/24,2023.0,0.399,cash,TVH
21/09/23,2022.0,0.36,cash,TVH
09/09/22,2021.0,0.333,cash,TVH
24/09/21,2020.0,0.343,cash,TVH
03/11/20,2019.0,0.308,cash,TVH
23/08/19,2018.0,0.219,cash,TVH
30/09/18,2017.0,0.2,cash,TVH
31/12/16,2016.0,0.164,cash,TVH
31/12/15,2015.0,0.4,cash,TVH
31/12/14,2014.0,1.519,cash,TVH
06/06/24,2023.0,0.05,cash,TVM
24/08/23,2022.0,0.03,cash,TVM
09/08/22,2021.0,0.03,cash,TVM
02/07/21,2020.0,0.02,cash,TVM
22/05/20,2019.0,0.03,cash,TVM
18/05/18,2017.0,0.06,cash,TVM
23/03/17,2016.0,0.1,cash,TVM
11/05/16,2015.0,0.08,cash,TVM
31/10/23,2022.0,0.03,cash,TVN
09/11/22,2022.0,0.4,share,TVP
14/01/22,2021.0,0.15,cash,TVP
27/05/21,2020.0,0.3,cash,TVP
21/08/20,2019.0,0.1,cash,TVP
14/02/20,2019.0,0.1,cash,TVP
09/07/19,2018.0,0.12,cash,TVP
18/04/19,2018.0,0.1,cash,TVP
18/12/18,2017.0,0.1,cash,TVP
19/06/18,2017.0,0.1,cash,TVP
27/10/17,2017.0,0.1,share,TVP
27/07/17,2016.0,0.1,cash,TVP
09/08/16,2015.0,0.12,cash,TVP
31/12/15,2015.0,0.1,cash,TVP
02/06/15,2014.0,0.11,cash,TVP
15/01/15,2014.0,0.1,cash,TVP
03/06/24,2024.0,0.1,share,TVS
15/06/23,2023.0,0.338,share,TVS
11/10/21,2021.0,0.074,share,TVS
21/05/21,2020.0,0.06,cash,TVS
15/10/20,2020.0,0.08,share,TVS
17/06/19,2019.0,0.2,share,TVS
17/06/19,2018.0,0.05,cash,TVS
26/07/18,2017.0,0.06,cash,TVS
26/07/18,2018.0,0.09,share,TVS
14/07/17,2017.0,0.07,share,TVS
14/07/17,2016.0,0.06,cash,TVS
24/06/16,2016.0,0.07,share,TVS
02/02/16,2015.0,0.1,cash,TVS
01/07/15,2015.0,0.12,share,TVS
08/05/15,2014.0,0.06,cash,TVS
20/12/24,2024.0,0.04,cash,TVT
21/06/24,2023.0,0.1,cash,TVT
13/06/23,2022.0,0.25,cash,TVT
23/09/22,2021.0,0.25,cash,TVT
14/06/21,2020.0,0.17,cash,TVT
31/03/20,2019.0,0.25,cash,TVT
19/06/19,2018.0,1.0,cash,TVT
04/04/18,2017.0,0.25,cash,TVT
15/05/17,2016.0,0.25,cash,TVT
20/05/16,2015.0,0.2,cash,TVT
08/05/15,2014.0,0.25,cash,TVT
15/11/12,2012.0,0.15,cash,TVT
20/05/11,2011.0,0.05,share,TVT
18/04/11,2010.0,0.2,cash,TVT
10/12/09,2009.0,0.1,cash,TVT
21/12/22,2021.0,0.03,cash,TVW
21/12/22,2019.0,0.024,cash,TVW
23/11/21,2020.0,0.055,cash,TVW
25/05/21,2019.0,0.026,cash,TVW
06/09/19,2018.0,0.045,cash,TVW
25/07/18,2017.0,0.016,cash,TVW
22/08/24,2023.0,0.05,cash,TW3
26/09/23,2022.0,0.02,cash,TW3
24/06/21,2020.0,0.05,cash,TW3
29/05/18,2017.0,0.09,cash,TW3
30/05/17,2016.0,0.09,cash,TW3
13/04/15,2015.0,0.08,cash,TW3
14/10/20,2019.0,0.015,cash,TXM
09/10/18,2017.0,0.06,cash,TXM
21/07/17,2016.0,0.06,cash,TXM
10/03/16,2015.0,0.04,cash,TXM
05/03/15,2014.0,0.03,cash,TXM
25/02/14,2013.0,0.03,cash,TXM
27/02/13,2011.0,0.01,cash,TXM
27/02/13,2012.0,0.03,cash,TXM
23/02/12,2011.0,0.03,cash,TXM
21/03/11,2010.0,0.03,cash,TXM
16/03/09,2008.0,0.062,cash,TXM
05/06/08,2007.0,0.032,cash,TXM
10/08/07,2007.0,0.05,cash,TXM
26/03/07,2006.0,0.113,cash,TXM
