exchange,industry,company_type,no_shareholders,foreign_percent,outstanding_share,issue_share,established_year,no_employees,stock_rating,delta_in_week,delta_in_month,delta_in_year,short_name,website,industry_id,industry_id_v2,Tickers
UPCOM,Du lịch và Giải trí,CT,134,147.0,2.0,2.0,2009.0,1,,3.0,16.0,-76,Dịch vụ Một Thế giới,http://www.oneworld.vn,260,5755,ONW
HOSE,Y tế,CT,1166,7.0,64.1,64.1,2002.0,930,2025-05-02 00:00:00,-32.0,42.0,21,Dược phẩm OPC,https://opcpharma.com,238,4577,OPC
HOSE,Dịch vụ tài chính,CK,12142,0.01,336.0,336.0,2006.0,332,2025-05-02 00:00:00,43.0,-18.0,8,Chứng khoán Tiên Phong,https://tpbs.com.vn,300,8777,ORS
HOSE,Hàng & Dịch vụ Công nghiệp,CT,1156,122.0,46.5,46.5,2004.0,1249,2025-02-02 00:00:00,-22.0,-52.0,432,Pin Ắc quy Miền Nam,https://www.pinaco.com,186,2733,PAC
UPCOM,Viễn thông,CT,109,1.0,2025-02-04 00:00:00,2025-02-04 00:00:00,2009.0,75,,3.0,89.0,384,"CNTT, VT và Tự động hóa Dầu khí - PAIC",http://www.paic.pvn.vn,267,6535,PAI
HOSE,Thực phẩm và đồ uống,CT,16225,193.0,208.9,216.3,2005.0,10462,3.0,23.0,105.0,169,Tập đoàn PAN,https://thepangroup.vn,218,3577,PAN
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,206,0.0,232.0,232.0,2008.0,29,2025-01-02 00:00:00,-76.0,-19.0,581,Cảng Phước An,http://pap.vn,193,2777,PAP
UPCOM,Tài nguyên Cơ bản,CT,0,0.01,28.0,28.0,2010.0,46,2.0,-14.0,-15.0,-325,Quốc tế Phương Anh,http://www.phuonganhgroup.com.vn/,159,1757,PAS
UPCOM,Hóa chất,CT,1327,3.0,25.0,25.0,2014.0,262,2025-04-02 00:00:00,11.0,27.0,-59,Phốt pho Apatit Việt Nam,https://pacvietnam.vn,151,1357,PAT
UPCOM,Y tế,CT,738,0.0,113.3,113.3,1993.0,580,2025-09-01 00:00:00,2.0,-17.0,-0.23,Dược Phẩm TW 1- Pharbaco,https://pharbaco.com.vn,238,4577,PBC
HNX,Hàng & Dịch vụ Công nghiệp,CT,491,8.0,2025-08-04 00:00:00,2025-08-04 00:00:00,2010.0,219,,-29.0,-15.0,78,Bao bì Dầu khí VN,https://pbp.vn,184,2723,PBP
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,148,0.0,2025-05-17 00:00:00,2025-05-17 00:00:00,2009.0,319,,-132.0,-27.0,216,BSPPT,https://www.bsppt.com.vn,184,2723,PBT
HOSE,Xây dựng và Vật liệu,CT,12220,0.13,357.6,357.6,2005.0,1595,2025-03-02 00:00:00,21.0,-8.0,-94,Tập đoàn PC1,http://pc1group.vn,181,2357,PC1
UPCOM,Xây dựng và Vật liệu,CT,369,0.0,2025-05-11 00:00:00,2025-05-11 00:00:00,2002.0,474,,-89.0,-127.0,212,Xây lắp 1- Petrolimex,https://pcc1.petrolimex.com.vn,181,2357,PCC
HNX,Hóa chất,CT,313,4.0,10.0,10.0,2008.0,53,,3.0,0.01,-0.08,Phân bón và Hóa chất DK Miền Trung,http://www.pce.vn,151,1357,PCE
UPCOM,Thực phẩm và đồ uống,CT,542,5.0,3.0,3.0,2006.0,13,,23.0,16.0,-56,Cà phê PETEC,http://www.petecof.vn,216,3537,PCF
HNX,"Điện, nước & xăng dầu khí đốt",CT,1490,472.0,2025-09-18 00:00:00,2025-09-18 00:00:00,2010.0,55,,-132.0,-0.24,-584,Đầu tư PT Gas Đô thị,http://www.pvgascity.com.vn,275,7573,PCG
HNX,Hóa chất,CT,614,0.0,2025-02-24 00:00:00,2025-02-24 00:00:00,2010.0,62,,-67.0,0.08,416,Nhựa Picomat,https://picomat.vn,150,1353,PCH
UPCOM,Xây dựng và Vật liệu,CT,0,0.0,2025-09-03 00:00:00,4.0,2006.0,85,,3.0,307.0,-12,VLXD Bưu điện,https://pcm.vn,180,2353,PCM
OTC,Hóa chất,CT,197,1.0,2025-09-03 00:00:00,2025-09-03 00:00:00,2008.0,5,,,,,Dầu khí DMC-Miền Bắc,http://www.pvdmcn.com.vn,151,1357,PCN
HNX,Hàng & Dịch vụ Công nghiệp,CT,1610,0.0,50.0,50.0,2007.0,155,,3.0,0.0,674,Vận tải Biển Global Pacific,http://www.pct.com.vn,194,2779,PCT
HNX,Xây dựng và Vật liệu,CT,505,3.0,2025-09-08 00:00:00,2025-09-08 00:00:00,2010.0,168,,3.0,16.0,141,DIN Capital,https://dincapital.com,180,2353,PDB
UPCOM,Du lịch và Giải trí,CT,474,1.0,15.0,15.0,2008.0,116,,105.0,89.0,-0.13,Dầu khí Phương Đông,http://www.phuongdongpv.com.vn,262,5759,PDC
HOSE,Hàng & Dịch vụ Công nghiệp,CT,352,3.0,37.0,37.0,2006.0,281,2025-07-02 00:00:00,0.0,16.0,-14,Cảng Đồng Nai,http://www.dongnai-port.com,193,2777,PDN
HOSE,Bất động sản,CT,29534,77.0,873.1,873.1,2004.0,278,2025-09-01 00:00:00,-18.0,-119.0,-314,BĐS Phát Đạt,https://www.phatdat.com.vn,336,8633,PDR
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,0.0,66.1,66.1,2007.0,393,2025-08-02 00:00:00,-13.0,0.03,832,Vận tải Phương Đông Việt,https://pvtlogistics.vn,191,2773,PDV
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,0.0,2025-01-03 00:00:00,2025-01-03 00:00:00,2005.0,18,,3.0,-134.0,-111,Cơ khí Điện lực,http://pecvn.vn,189,2757,PEC
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,746,0.0,248.9,231.9,2010.0,488,2025-03-02 00:00:00,-94.0,-257.0,265,TM Kỹ thuật và Đầu tư (PETEC),https://petec.com.vn,275,7573,PEG
HNX,Xây dựng và Vật liệu,CT,251,0.0,5.0,5.0,2002.0,136,,3.0,45.0,-209,Xây lắp III Petrolimex,https://penjico.petrolimex.com.vn,181,2357,PEN
UPCOM,Dầu khí,CT,180,0.0,5.0,5.0,2002.0,173,,3.0,-107.0,0.11,Thiết bị xăng dầu Petrolimex,http://www.peco.com.vn,316,573,PEQ
HOSE,Bán lẻ,CT,6272,9.0,106.7,107.3,1998.0,2841,2025-09-01 00:00:00,-6.0,-61.0,-185,Dịch vụ Tổng hợp Dầu khí,http://www.petrosetco.com.vn,253,5379,PET
UPCOM,Xây dựng và Vật liệu,CT,3283,2.0,50.0,50.0,2007.0,38,2025-03-02 00:00:00,77.0,144.0,-207,Dầu khí Đông Đô,http://daukhidongdo.vn,181,2357,PFL
UPCOM,Ngân hàng,NH,9155,0.0,420.0,420.0,1993.0,1786,2025-09-01 00:00:00,5.0,-39.0,-287,PG Bank,https://www.pgbank.com.vn,289,8355,PGB
HOSE,"Điện, nước & xăng dầu khí đốt",CT,0,21.0,60.3,60.3,2004.0,1082,2025-04-02 00:00:00,0.0,73.0,113,Gas Petrolimex,https://pgas.petrolimex.com.vn,275,7573,PGC
HOSE,"Điện, nước & xăng dầu khí đốt",CT,1584,469.0,99.0,99.0,2007.0,284,2025-05-02 00:00:00,-5.0,21.0,-207,PV GAS D,https://www.pvgasd.com.vn,275,7573,PGD
HOSE,Bảo hiểm,BH,1764,204.0,110.9,110.9,1995.0,1599,2025-03-02 00:00:00,3.0,-58.0,-85,Bảo hiểm PJICO,https://www.pjico.com.vn,292,8536,PGI
HNX,Hóa chất,CT,475,43.0,2025-05-09 00:00:00,2025-05-09 00:00:00,2007.0,33,,3.0,371.0,757,Phụ Gia Nhựa,https://pgn.com.vn,150,1353,PGN
HNX,"Điện, nước & xăng dầu khí đốt",CT,777,8.0,50.0,50.0,2006.0,1150,2025-04-02 00:00:00,-45.0,0.01,162,Khí Miền Nam,https://www.pgs.com.vn,275,7573,PGS
HNX,Du lịch và Giải trí,CT,2350,416.0,2025-02-09 00:00:00,2025-02-09 00:00:00,2007.0,18,,33.0,95.0,812,PGT Holdings,https://pgt-holdings.com,262,5759,PGT
HOSE,"Điện, nước & xăng dầu khí đốt",CT,2063,0.0,1123.5,1123.5,2012.0,2711,2025-01-02 00:00:00,21.0,34.0,-239,Tổng Công ty Phát điện 3,http://www.genco3.com,274,7535,PGV
HOSE,Xây dựng và Vật liệu,CT,4488,1.0,50.7,50.6,2001.0,567,2025-04-02 00:00:00,34.0,33.0,-203,Xây dựng Phục Hưng Holdings,http://www.phuchung.com.vn,181,2357,PHC
UPCOM,Xây dựng và Vật liệu,CT,0,4.0,2025-01-18 00:00:00,20.0,1993.0,6,2025-07-02 00:00:00,3.0,16.0,2368,Hồng Hà Việt Nam,http://honghavietnam.vn,181,2357,PHH
HNX,Hàng & Dịch vụ Công nghiệp,CT,315,492.0,2025-03-07 00:00:00,2025-03-07 00:00:00,1993.0,284,2025-08-02 00:00:00,3.0,16.0,924,Pin Hà Nội,http://www.habaco.com.vn,186,2733,PHN
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,3185,1.0,327.0,327.0,2008.0,2911,2025-01-03 00:00:00,24.0,0.13,983,Cảng Hải Phòng,https://haiphongport.com.vn,193,2777,PHP
HOSE,Hóa chất,CT,5347,0.18,135.5,135.5,2008.0,2187,2025-05-02 00:00:00,-11.0,-57.0,39,Cao su Phước Hòa,http://www.phr.vn,150,1353,PHR
UPCOM,Dịch vụ tài chính,CK,364,875.0,200.0,150.0,2006.0,354,2.0,3.0,242.0,-324,Chứng khoán Phú Hưng,https://www.phs.vn,300,8777,PHS
HNX,Viễn thông,CT,192,117.0,2025-09-03 00:00:00,2025-09-03 00:00:00,2003.0,123,,98.0,99.0,63,Tin học Viễn thông Petrolimex,https://piacom.com.vn,267,6535,PIA
HNX,"Điện, nước & xăng dầu khí đốt",CT,5275,0.0,33.3,33.3,2008.0,67,2025-08-02 00:00:00,-8.0,54.0,306,Đầu tư Điện lực 3,https://pc3invest.cpc.vn,274,7535,PIC
UPCOM,Xây dựng và Vật liệu,CT,162,0.0,4.0,4.0,2009.0,2,,3.0,16.0,-76,Trang trí nội thất Dầu khí,http://www.pvcid.vn,180,2353,PID
UPCOM,Tài nguyên Cơ bản,CT,304,0.0,2025-05-27 00:00:00,2025-05-27 00:00:00,2015.0,229,2025-07-02 00:00:00,21.0,171.0,44,Pisico Bình Định,http://www.pisico.vn,155,1733,PIS
HOSE,Bán lẻ,CT,2057,6.0,2025-02-14 00:00:00,2025-02-15 00:00:00,2004.0,147,2025-08-01 00:00:00,-6.0,33.0,-226,XNK PETROLIMEX,http://www.pitco.com.vn,250,5373,PIT
UPCOM,Bất động sản,CT,759,3.0,2025-03-17 00:00:00,2025-03-17 00:00:00,2008.0,8,,-129.0,13.0,1548,PIV JSC,http://www.piv.vn,339,8637,PIV
HNX,"Điện, nước & xăng dầu khí đốt",CT,836,5.0,2025-03-07 00:00:00,2025-03-07 00:00:00,1999.0,497,,6.0,0.02,71,TM và Vận tải Petrolimex HN,https://petajicohanoi.com.vn,275,7573,PJC
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,245,71.0,9.0,9.0,2011.0,213,,3.0,21.0,-83,Cấp nước Phú Hòa Tân,https://www.phuwaco.com.vn,277,7577,PJS
HOSE,Hàng & Dịch vụ Công nghiệp,CT,2683,7.0,2025-09-24 00:00:00,2025-09-24 00:00:00,1999.0,363,2025-08-02 00:00:00,3.0,46.0,-17,Vận tải thủy PETROLIMEX,https://pjtaco.petrolimex.com.vn/index.html,191,2773,PJT
UPCOM,Bất động sản,CT,1084,0.0,10.0,10.0,2005.0,59,,119.0,83.0,-234,ĐT&DV Hạ tầng Xăng dầu (PLAND),https://pland.petrolimex.com.vn,336,8633,PLA
HNX,Hóa chất,CT,3880,3.0,80.8,80.8,2004.0,764,2025-03-02 00:00:00,65.0,208.0,-221,Hóa dầu Petrolimex,https://plc.petrolimex.com.vn,151,1357,PLC
UPCOM,Xây dựng và Vật liệu,CT,0,0.0,2025-02-01 00:00:00,2025-02-01 00:00:00,2004.0,57,,3.0,16.0,319,Tư vấn Xây dựng Petrolimex,http://www.pec.petrolimex.com.vn,181,2357,PLE
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,470,0.0,2025-02-07 00:00:00,2025-02-07 00:00:00,2007.0,31,,0.04,479.0,1424,Kho vận Petec,http://www.peteclogistics.com.vn,193,2777,PLO
HOSE,Hóa chất,CT,3774,4.0,70.0,70.0,2008.0,243,2025-03-02 00:00:00,-3.0,115.0,147,SX và CN Nhựa Pha Lê,https://phaleplastics.com.vn,150,1353,PLP
HOSE,Dầu khí,CT,15626,174.0,1270.6,1293.9,1995.0,25836,2025-06-02 00:00:00,28.0,0.05,123,Petrolimex,https://www.petrolimex.com.vn,144,533,PLX
HNX,Hóa chất,CT,607,13.0,12.0,12.0,2008.0,66,,3.0,5.0,-62,Phân bón và Hóa chất Dầu khí Miền Bắc,http://pmb.vn,151,1357,PMB
HNX,Y tế,CT,1512,37.0,2025-03-09 00:00:00,2025-03-09 00:00:00,1997.0,534,2025-05-02 00:00:00,19.0,-59.0,536,Pharmedic,http://www.pharmedic.com.vn,238,4577,PMC
HOSE,"Điện, nước & xăng dầu khí đốt",CT,589,202.0,46.3,46.3,2007.0,31,2025-02-02 00:00:00,-22.0,55.0,-276,ĐT và SX Petro Miền Trung,http://www.petrocenter.com.vn,275,7573,PMG
UPCOM,Công nghệ Thông tin,CT,233,0.0,2025-08-01 00:00:00,2025-08-01 00:00:00,2003.0,44,,3.0,-95.0,-396,Vật tư Bưu điện,https://potmasco.com.vn,314,9578,PMJ
HNX,Hàng & Dịch vụ Công nghiệp,CT,244,11.0,2025-02-04 00:00:00,2025-02-04 00:00:00,2008.0,530,,0.04,61.0,64,Bao bì Đạm Phú Mỹ,https://dpmp.vn,184,2723,PMP
HNX,Hàng & Dịch vụ Công nghiệp,CT,0,0.02,2025-02-07 00:00:00,2025-02-07 00:00:00,1999.0,187,2025-09-02 00:00:00,34.0,7.0,278,Cơ khí xăng dầu,https://pms.petrolimex.com.vn,189,2757,PMS
UPCOM,Công nghệ Thông tin,CT,288,1.0,2025-09-04 00:00:00,5.0,2005.0,60,,3.0,-49.0,-155,Telvina Việt Nam,https://telvina.vn,314,9578,PMT
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,340,0.0,50.0,50.0,2013.0,67,2025-05-02 00:00:00,3.0,3.0,244,Cấp Nước Phú Mỹ,http://www.pmw.vn,277,7577,PMW
HOSE,Truyền thông,CT,0,5.0,2025-08-10 00:00:00,11.0,1999.0,706,2025-01-02 00:00:00,8.0,-11.0,2025-11-01 00:00:00,Văn hóa Phương Nam,http://www.pnc.com.vn,256,5557,PNC
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,596,0.0,2025-07-06 00:00:00,2025-07-06 00:00:00,2010.0,241,,24.0,-219.0,213,Xăng dầu Dầu khí Nam Định,https://pvoilnamdinh.com.vn,275,7573,PND
UPCOM,Bán lẻ,CT,125,0.0,9.0,9.0,2003.0,72,,3.0,16.0,-93,Thương Mại Phú Nhuận,http://pnco.vn,250,5373,PNG
HOSE,Hàng cá nhân & Gia dụng,CT,13139,0.49,337.9,338.1,2004.0,7853,2025-03-02 00:00:00,2.0,-5.0,71,Vàng Phú Nhuận,https://www.pnj.com.vn,228,3767,PNJ
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,265,0.0,2025-01-16 00:00:00,2025-01-16 00:00:00,2009.0,149,2025-09-02 00:00:00,3.0,16.0,0.29,Tân Cảng - Phú Hữu,https://phuhuuport.com,191,2773,PNP
UPCOM,Xây dựng và Vật liệu,CT,219,1.0,2025-03-09 00:00:00,2025-03-09 00:00:00,2005.0,23,,3.0,254.0,-13,Kỹ thuật XD Phú Nhuận,https://pntc.vn,181,2357,PNT
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,0,0.0,2025-09-10 00:00:00,2025-09-10 00:00:00,2010.0,133,2025-01-02 00:00:00,3.0,16.0,-69,PVOIL Thái Bình,http://www.pvoilthaibinh.com,275,7573,POB
UPCOM,Tài nguyên Cơ bản,CT,6008,38.0,278.5,279.7,2008.0,1110,2.0,3.0,-31.0,-645,Thép Pomina,http://www.pomina-steel.com,159,1757,POM
UPCOM,Dầu khí,CT,339,3.0,40.0,40.0,2007.0,622,2025-01-03 00:00:00,65.0,89.0,636,Bảo dưỡng công trình DK biển,https://pos.ptsc.com.vn,316,573,POS
HNX,Công nghệ Thông tin,CT,2025,1.0,2025-04-19 00:00:00,2025-04-19 00:00:00,2004.0,290,2025-02-02 00:00:00,16.0,-21.0,-211,Thiết bị Bưu điện Postef,http://postef.com.vn,311,9572,POT
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,0,0.0,2025-05-12 00:00:00,2025-05-12 00:00:00,2007.0,290,,15.0,52.0,-53,PV Oil Vũng Áng,http://www.pvoilvungang.com.vn,275,7573,POV
HOSE,"Điện, nước & xăng dầu khí đốt",CT,59226,37.0,2341-09-01 00:00:00,2341-09-01 00:00:00,2007.0,2065,2025-04-02 00:00:00,16.0,-17.0,-37,Điện lực Dầu khí Việt Nam,https://pvpower.vn,274,7535,POW
HOSE,"Điện, nước & xăng dầu khí đốt",CT,8281,95.0,320.6,326.2,2006.0,730,2025-05-02 00:00:00,12.0,-2.0,-228,Nhiệt điện Phả Lại,http://ppc.evn.vn,274,7535,PPC
HNX,Hàng & Dịch vụ Công nghiệp,CT,150,3.0,2.0,2.0,2007.0,2,,3.0,-82.0,96,PVPower Engineering,https://pvpe.vn,195,2791,PPE
UPCOM,Hàng cá nhân & Gia dụng,CT,2038,0.0,74.7,74.7,2009.0,2012,2025-04-02 00:00:00,-24.0,27.0,174,Phong Phú Corp.,http://www.phongphucorp.com,226,3763,PPH
UPCOM,Bất động sản,CT,2255,5.0,48.3,48.3,2004.0,7,,3.0,16.0,-276,BĐS Thái Bình Dương,http://www.ppigroup.com.vn,336,8633,PPI
HNX,Y tế,CT,0,64.0,2025-08-08 00:00:00,2025-08-08 00:00:00,2000.0,222,,-54.0,22.0,4,PP.Pharco,https://duocphongphu.com.vn,238,4577,PPP
HNX,Hàng & Dịch vụ Công nghiệp,CT,242,291.0,15.0,15.0,2007.0,427,,-24.0,54.0,6,DVKT Điện lực Dầu khí,http://www.pvps.vn,195,2791,PPS
HNX,"Điện, nước & xăng dầu khí đốt",CT,334,0.0,2025-02-18 00:00:00,2025-02-18 00:00:00,2015.0,42,,3.0,-7.0,262,Petro Times,https://petrotimesgroup.com,275,7573,PPT
HNX,"Điện, nước & xăng dầu khí đốt",CT,381,8.0,2025-03-09 00:00:00,2025-03-09 00:00:00,2009.0,307,,-18.0,61.0,35,Xăng dầu dầu khí Phú Yên,https://pvoilphuyen.com.vn,275,7573,PPY
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,178,0.0,30.0,30.0,2007.0,722,,3.0,16.0,-76,DV Dầu khí Quảng Ngãi PTSC,https://ptscquangngai.com.vn,193,2777,PQN
HNX,Hàng & Dịch vụ Công nghiệp,CT,125,13.0,2025-02-01 00:00:00,2025-02-01 00:00:00,2002.0,49,,-13.0,0.0,-333,Vận tải Portserco,http://portserco.com,194,2779,PRC
HNX,Bảo hiểm,BH,106,9.0,104.4,104.4,2013.0,45,2025-05-02 00:00:00,-41.0,26.0,66,Tái bảo hiểm PVI,https://www.hanoire.com,293,8538,PRE
UPCOM,Thực phẩm và đồ uống,CT,125,0.0,3.0,3.0,2008.0,48,,113.0,253.0,-136,Procimex Việt Nam,https://procimex.com.vn,218,3577,PRO
UPCOM,Bất động sản,CT,887,0.0,300.0,300.0,2010.0,51,2025-03-02 00:00:00,32.0,42.0,-157,Sản xuất - XNK Bình Dương,http://www.protrade.com.vn,336,8633,PRT
UPCOM,Xây dựng và Vật liệu,CT,0,0.0,50.0,50.0,2007.0,73,2025-03-02 00:00:00,37.0,152.0,-99,Sao Mai Bến Đình,http://pvsb.com.vn,181,2357,PSB
HNX,Hàng & Dịch vụ Công nghiệp,CT,15,3.0,2025-02-07 00:00:00,2025-02-07 00:00:00,2000.0,238,,3.0,128.0,-0.01,Vận tải Petrolimex SG,https://ptssaigon.petrolimex.com.vn,194,2779,PSC
HNX,Bán lẻ,CT,915,1.0,51.8,51.8,2007.0,251,2.0,-35.0,24.0,-61,Phân phối Tổng hợp Dầu khí,http://www.psd.com.vn,253,5379,PSD
HNX,Hóa chất,CT,469,0.0,2025-05-12 00:00:00,2025-05-12 00:00:00,2008.0,65,,-27.0,16.0,-19,Phân bón và hóa chất dầu khí Đông Nam Bộ,http://www.pse.vn/vi,151,1357,PSE
UPCOM,Xây dựng và Vật liệu,CT,0,1.0,35.0,35.0,2009.0,25,,3.0,16.0,-451,XL Dầu khí Sài Gòn,http://www.pvcsg.com.vn,181,2357,PSG
HOSE,"Điện, nước & xăng dầu khí đốt",CT,7209,0.0,126.2,126.2,2012.0,333,2025-02-02 00:00:00,-26.0,-171.0,-705,TMại ĐT Dầu khí Nam Sông Hậu,https://nshpetro.vn,275,7573,PSH
HNX,Dịch vụ tài chính,CK,0,4.0,59.8,59.8,2006.0,151,2025-05-02 00:00:00,-22.0,0.13,-0.18,Chứng khoán Dầu khí,https://www.psi.vn,300,8777,PSI
UPCOM,Thực phẩm và đồ uống,CT,403,1.0,2025-08-11 00:00:00,2025-08-11 00:00:00,2005.0,74,2025-04-02 00:00:00,-145.0,-67.0,-145,Chăn nuôi Phú Sơn,http://www.channuoiphuson.com.vn,217,3573,PSL
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,422,0.0,40.0,40.0,2009.0,745,2025-09-02 00:00:00,0.15,64.0,-17,PTSC Thanh Hóa,https://ptscthanhhoa.com.vn,193,2777,PSN
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,0.0,40.0,40.0,2007.0,227,2025-02-02 00:00:00,-67.0,92.0,0.84,DV Dầu Khí Đình Vũ,http://www.ptscdinhvu.com.vn,194,2779,PSP
HNX,Hóa chất,CT,988,2.0,17.0,17.0,2008.0,53,2025-03-02 00:00:00,-9.0,-31.0,-1,Phân bón hóa chất dầu khí Tây Nam Bộ,http://www.psw.vn,151,1357,PSW
HOSE,Tài nguyên Cơ bản,CT,3731,233.0,66.9,66.9,2004.0,6315,2025-04-02 00:00:00,-35.0,-7.0,25,Công ty Cổ phần Phú Tài,http://phutai.com.vn,155,1733,PTB
HOSE,Xây dựng và Vật liệu,CT,1879,9.0,32.2,32.3,2004.0,6,2025-08-02 00:00:00,55.0,-12.0,-284,Đầu tư ICAPITAL,https://ptic.vn,181,2357,PTC
HNX,Xây dựng và Vật liệu,CT,174,187.0,5.0,5.0,2008.0,105,,3.0,-78.0,275,Thiết kế-XD-TM Phúc Thịnh,https://phucthinh.com.vn,181,2357,PTD
UPCOM,Xây dựng và Vật liệu,CT,0,0.0,2025-01-12 00:00:00,2025-05-12 00:00:00,2007.0,178,,77.0,0.09,84,Xi măng Phú Thọ,https://www.ximangphutho.com.vn,180,2353,PTE
UPCOM,Hàng cá nhân & Gia dụng,CT,283,0.0,5.0,5.0,1994.0,2850,,3.0,16.0,674,May Phan Thiết,http://www.phanthietgarment.com.vn,226,3763,PTG
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,189,0.0,2025-05-03 00:00:00,2025-05-03 00:00:00,2000.0,249,,3.0,16.0,-153,Vận tải và DV Petrolimex Hà Tây,https://ptshatay.petrolimex.com.vn,275,7573,PTH
HNX,Bảo hiểm,BH,9896,375.0,120.6,80.4,1998.0,2040,2025-04-02 00:00:00,-28.0,129.0,-185,Bảo hiểm Bưu điện,https://www.pti.com.vn,292,8536,PTI
HOSE,Bất động sản,CT,2188,1.0,98.9,100.0,2007.0,22,2025-06-02 00:00:00,-15.0,-5.0,-385,Victory Group,https://victorycapital.com.vn,336,8633,PTL
OTC,Bất động sản,CT,37,0.0,2025-08-05 00:00:00,2025-08-05 00:00:00,2010.0,17,,,,,Phát triển Nhà Khánh Hòa,http://phattriennhakh.vn,336,8633,PTN
UPCOM,Xây dựng và Vật liệu,CT,192,0.0,2025-02-01 00:00:00,2025-02-01 00:00:00,2006.0,49,,417.0,217.0,0.86,Xây dựng Công trình Bưu điện,http://www.ptco.com.vn,181,2357,PTO
UPCOM,Viễn thông,CT,433,0.0,2025-07-06 00:00:00,2025-08-06 00:00:00,2004.0,133,,-84.0,-46.0,-151,Viễn Thông và In Bưu điện,http://ptp.vn,267,6535,PTP
HNX,Hàng & Dịch vụ Công nghiệp,CT,608,78.0,2025-06-05 00:00:00,2025-06-05 00:00:00,2000.0,231,,-22.0,3.0,-24,Vận tải Petrolimex HP,https://ptshaiphong.petrolimex.com.vn,194,2779,PTS
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,0.0,2025-05-16 00:00:00,2025-05-16 00:00:00,2007.0,196,,102.0,0.05,0.31,Vận tải Dầu khí Đông Dương,http://www.pvtrans-ptt.com,194,2779,PTT
UPCOM,Dầu khí,CT,3355,0.0,20.0,20.0,2008.0,103,,3.0,2.0,-146,Thương mại dầu khí,https://petechim.com.vn,316,573,PTV
HNX,"Điện, nước & xăng dầu khí đốt",CT,340,0.0,2025-04-06 00:00:00,2025-04-06 00:00:00,2000.0,430,,3.0,95.0,36007,VT Petrolimex Nghệ Tĩnh,https://ptsnghetinh.petrolimex.com.vn,275,7573,PTX
HNX,Bất động sản,CT,2072,2.0,36.9,37.4,2007.0,11,,-53.0,433.0,231,Đầu tư PV2,http://www.pv2.com.vn,336,8633,PV2
UPCOM,Xây dựng và Vật liệu,CT,0,2.0,2025-08-21 00:00:00,2025-08-21 00:00:00,2005.0,8,,3.0,16.0,-243,Xây dựng dầu khí Nghệ An,http://www.pvnc.com.vn,181,2357,PVA
HNX,Dầu khí,CT,1967,0.01,2025-06-21 00:00:00,2025-06-21 00:00:00,2007.0,144,3.0,73.0,221.0,599,Bọc ống Dầu khí Việt Nam,http://www.pvcoating.vn,316,573,PVB
HNX,Dầu khí,CT,0,2.0,81.2,81.2,2005.0,380,2025-06-02 00:00:00,42.0,26.0,-344,Hóa chất và Dịch vụ Dầu khí,https://pvchem.com.vn,316,573,PVC
HOSE,Dầu khí,CT,0,95.0,555.9,556.3,2006.0,1924,2025-04-02 00:00:00,21.0,-28.0,-0.25,Khoan Dầu khí PVDrilling,http://www.pvdrilling.com.vn,316,573,PVD
UPCOM,Dầu khí,CT,123,8.0,25.0,25.0,2004.0,128,,-39.0,236.0,134,Tư vấn Dầu khí,http://www.pve.vn,316,573,PVE
HNX,"Điện, nước & xăng dầu khí đốt",CT,2504,69.0,40.0,40.0,2007.0,533,2025-04-02 00:00:00,-23.0,72.0,-141,Kinh doanh LPG Việt Nam,https://pvgaslpg.com.vn,275,7573,PVG
UPCOM,Xây dựng và Vật liệu,CT,420,0.0,21.0,21.0,2006.0,42,,3.0,142.0,-576,Xây lắp Dầu khí Thanh Hóa,http://pvc-th.vn,181,2357,PVH
HNX,Bảo hiểm,BH,0,577.0,234.2,234.2,2006.0,2483,2025-09-02 00:00:00,19.0,169.0,318,Bảo hiểm PVI,https://www.pvi.com.vn,292,8536,PVI
UPCOM,Bất động sản,CT,2187,3.0,50.0,50.0,2007.0,17,2025-09-02 00:00:00,3.0,55.0,352,Đầu tư Nhà Đất Việt,https://vpr.vn,336,8633,PVL
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,1047,0.0,38.6,38.6,2010.0,292,2025-06-02 00:00:00,24.0,51.0,149,Thiết bị dầu khí (PV MACHINO),https://pvmachino.vn,198,2797,PVM
UPCOM,Hóa chất,CT,961,2.0,2025-09-08 00:00:00,2025-09-08 00:00:00,2009.0,80,,5.0,-8.0,114,Dầu nhờn PV Oil,https://www.pvoillube.vn,151,1357,PVO
